UserID,Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Ellipsis
M28,sudoku,13:07:45,2.312,1.13,1.8,3.574,4.139,0.522,1.224,4.508,11.372,13.908,Ellipsis
M28,sudoku,13:07:45,2.823,1.247,2.035,4.344,4.848,0.637,1.392,4.611,13.845,14.841,Ellipsis
M28,sudoku,13:07:45,3.171,1.346,2.132,4.873,5.418,0.802,1.665,4.685,15.555,14.948,Ellipsis
M28,sudoku,13:07:45,3.399,1.467,2.123,5.123,5.73,1.038,2.176,4.769,16.108,14.296,Ellipsis
M28,sudoku,13:07:45,3.594,1.627,2.087,5.157,5.753,1.354,3.003,4.822,15.571,13.25,Ellipsis
M28,sudoku,13:07:45,3.85,1.788,2.089,5.109,5.536,1.705,4.048,4.748,14.463,12.262,Ellipsis
M28,sudoku,13:07:46,4.114,1.874,2.153,5.096,5.218,2.114,5.03,4.452,13.503,11.662,Ellipsis
M28,sudoku,13:07:46,4.332,1.831,2.241,5.175,4.973,2.5,5.663,3.939,13.24,11.587,Ellipsis
M28,sudoku,13:07:46,4.355,1.68,2.302,5.281,4.898,2.88,5.781,3.346,13.671,11.913,Ellipsis
M28,sudoku,13:07:46,4.103,1.497,2.304,5.321,4.958,3.224,5.386,2.841,14.426,12.345,Ellipsis
M28,sudoku,13:07:46,3.587,1.371,2.251,5.197,5.013,3.503,4.624,2.566,14.858,12.545,Ellipsis
M28,sudoku,13:07:46,2.951,1.337,2.172,4.892,4.935,3.731,3.741,2.539,14.511,12.34,Ellipsis
M28,sudoku,13:07:46,2.385,1.359,2.092,4.451,4.695,3.84,2.967,2.685,13.358,11.803,Ellipsis
M28,sudoku,13:07:46,2.007,1.371,2.02,3.977,4.367,3.782,2.422,2.89,11.81,11.17,Ellipsis
M28,sudoku,13:07:47,1.846,1.315,1.947,3.557,4.047,3.544,2.097,3.068,10.308,10.616,Ellipsis
M28,sudoku,13:07:47,1.847,1.181,1.869,3.264,3.822,3.202,1.89,3.209,9.142,10.205,Ellipsis
M28,sudoku,13:07:47,1.961,1.015,1.808,3.135,3.742,2.816,1.706,3.373,8.369,9.903,Ellipsis
M28,sudoku,13:07:47,3.643,1.014,1.772,3.142,3.8,2.462,1.539,3.556,7.839,9.612,Ellipsis
M28,sudoku,13:07:47,11.019,1.607,1.763,3.21,3.949,2.213,1.416,3.696,7.297,9.287,Ellipsis
M28,sudoku,13:07:47,27.894,3.11,1.794,3.28,4.125,2.058,1.351,3.736,6.606,9.012,Ellipsis
M28,sudoku,13:07:47,54.139,5.454,1.869,3.333,4.275,1.947,1.344,3.663,5.856,8.951,Ellipsis
M28,sudoku,13:07:47,84.481,8.131,1.99,3.364,4.373,1.9,1.383,3.507,5.21,9.304,Ellipsis
M28,sudoku,13:07:48,110.056,10.351,2.14,3.366,4.412,1.775,1.443,3.316,4.806,10.22,Ellipsis
M28,sudoku,13:07:48,122.085,11.342,2.284,3.343,4.412,1.66,1.497,3.131,4.72,11.731,Ellipsis
M28,sudoku,13:07:48,116.405,10.756,2.372,3.297,4.41,1.497,1.533,2.949,4.943,13.644,Ellipsis
M28,sudoku,13:07:48,94.94,8.878,2.354,3.22,4.439,1.349,1.584,2.729,5.405,15.51,Ellipsis
M28,sudoku,13:07:48,65.3,6.498,2.216,3.117,4.528,1.239,1.731,2.437,6.023,16.789,Ellipsis
M28,sudoku,13:07:48,36.635,4.444,1.99,3.011,4.685,1.156,2.017,2.098,6.714,17.054,Ellipsis
M28,sudoku,13:07:48,16.038,3.227,1.747,2.93,4.881,1.114,2.419,1.78,7.39,16.214,Ellipsis
M28,sudoku,13:07:48,5.639,2.83,1.531,2.869,5.059,1.07,2.838,1.527,7.924,14.548,Ellipsis
M28,sudoku,13:07:49,2.798,2.848,1.362,2.786,5.147,1.076,3.144,1.371,8.158,12.563,Ellipsis
M28,sudoku,13:07:49,2.93,2.832,1.241,2.622,5.101,1.114,3.26,1.377,7.968,10.769,Ellipsis
M28,sudoku,13:07:49,3.124,2.663,1.16,2.352,4.912,1.172,3.178,1.608,7.355,9.454,Ellipsis
M28,sudoku,13:07:49,3.267,2.461,1.095,2.004,4.604,1.244,2.975,2.073,6.446,8.632,Ellipsis
M28,sudoku,13:07:49,3.125,2.334,1.026,1.66,4.232,1.275,2.743,2.694,5.486,8.144,Ellipsis
M28,sudoku,13:07:49,2.865,2.348,0.979,1.406,3.871,1.229,2.535,3.325,4.725,7.846,Ellipsis
M28,sudoku,13:07:49,2.625,2.497,0.955,1.308,3.617,1.093,2.374,3.776,4.367,7.784,Ellipsis
M28,sudoku,13:07:49,2.868,2.944,1.465,1.879,3.651,1.061,2.438,4.266,4.754,8.207,Ellipsis
M28,sudoku,13:07:50,4.415,4.387,4.197,4.543,4.341,1.521,3.276,5.711,6.707,9.435,Ellipsis
M28,sudoku,13:07:50,8.371,7.836,10.87,10.716,6.015,2.898,5.588,9.122,10.968,11.554,Ellipsis
M28,sudoku,13:07:50,14.699,14.127,21.638,20.521,8.701,5.528,9.767,14.677,17.419,14.295,Ellipsis
M28,sudoku,13:07:50,22.866,23.085,34.424,32.202,12.018,9.377,15.384,21.287,24.871,17.139,Ellipsis
M28,sudoku,13:07:50,31.595,33.243,45.582,42.69,15.3,13.981,21.211,27.05,31.512,19.565,Ellipsis
M28,sudoku,13:07:50,38.91,42.251,51.669,48.903,17.93,18.492,25.695,30.276,35.753,21.302,Ellipsis
M28,sudoku,13:07:50,43.192,47.764,51.071,49.221,19.518,21.591,27.586,30.297,36.918,22.329,Ellipsis
M28,sudoku,13:07:50,43.231,48.351,44.621,44.126,19.957,22.791,26.463,27.658,35.357,22.705,Ellipsis
M28,sudoku,13:07:51,39.309,44.224,34.979,35.824,19.373,21.552,22.958,23.665,32.159,22.43,Ellipsis
M28,sudoku,13:07:51,32.449,37.358,25.551,27.205,17.991,18.435,18.576,19.782,28.588,21.418,Ellipsis
M28,sudoku,13:07:51,24.565,30.739,19.235,20.628,16.038,14.429,15.005,17.179,25.526,19.581,Ellipsis
M28,sudoku,13:07:51,17.642,26.989,17.217,17.005,13.718,10.9,13.363,16.204,23.157,16.996,Ellipsis
M28,sudoku,13:07:51,12.87,27.114,18.667,15.731,11.241,8.702,13.737,16.419,21.152,14.015,Ellipsis
M28,sudoku,13:07:51,10.677,30.03,21.454,15.442,8.847,8.133,15.24,16.856,19.135,11.188,Ellipsis
M28,sudoku,13:07:51,10.491,33.281,23.603,15.113,6.848,8.756,16.604,16.821,17.101,9.09,Ellipsis
M28,sudoku,13:07:51,11.29,34.319,24.117,14.409,5.542,9.576,16.841,16.06,15.339,8.114,Ellipsis
M28,sudoku,13:07:52,11.548,31.675,22.298,13.127,4.949,9.721,15.444,14.321,13.96,8.264,Ellipsis
M28,sudoku,13:07:52,10.653,25.528,18.138,11.197,4.835,8.574,12.573,11.583,12.834,9.156,Ellipsis
M28,sudoku,13:07:52,8.853,17.537,12.581,8.835,4.917,6.605,8.922,8.196,11.775,10.263,Ellipsis
M28,sudoku,13:07:52,6.75,9.956,7.15,6.526,5.029,4.428,5.425,4.921,10.745,11.205,Ellipsis
M28,sudoku,13:07:52,4.926,4.469,3.218,4.795,5.152,2.69,2.822,2.507,9.83,11.857,Ellipsis
M28,sudoku,13:07:52,3.629,1.568,1.171,3.833,5.281,1.61,1.364,1.199,9.025,12.257,Ellipsis
M28,sudoku,13:07:52,2.817,0.616,0.521,3.465,5.401,1.135,0.81,0.749,8.199,12.496,Ellipsis
M28,sudoku,13:07:53,2.279,0.633,0.531,3.39,5.511,1.042,0.762,0.733,7.252,12.683,Ellipsis
M28,sudoku,13:07:53,1.96,0.992,0.838,3.464,5.604,1.209,0.919,0.943,6.248,12.857,Ellipsis
M28,sudoku,13:07:53,2.042,1.619,1.372,3.736,5.657,1.678,1.209,1.362,5.448,12.94,Ellipsis
M28,sudoku,13:07:53,2.676,2.406,2.031,4.214,5.632,2.447,1.591,1.976,5.075,12.788,Ellipsis
M28,sudoku,13:07:53,3.827,3.135,2.661,4.756,5.496,3.403,1.985,2.699,5.202,12.308,Ellipsis
M28,sudoku,13:07:53,5.303,3.582,3.086,5.127,5.233,4.345,2.309,3.359,5.702,11.51,Ellipsis
M28,sudoku,13:07:53,6.821,3.643,3.183,5.126,4.88,5.157,2.55,3.806,6.293,10.571,Ellipsis
M28,sudoku,13:07:53,8.019,3.365,2.967,4.705,4.533,5.69,2.786,4.004,6.755,9.853,Ellipsis
M28,sudoku,13:07:53,8.601,2.933,2.595,4.029,4.301,5.993,3.117,4.03,7.076,9.729,Ellipsis
M28,sudoku,13:07:54,8.576,2.555,2.286,3.347,4.237,5.946,3.6,4.03,7.306,10.321,Ellipsis
M28,sudoku,13:07:54,8.24,2.357,2.234,2.88,4.322,5.669,4.198,4.133,7.523,11.437,Ellipsis
M28,sudoku,13:07:54,7.901,2.355,2.524,2.748,4.467,5.244,4.822,4.391,7.848,12.682,Ellipsis
M28,sudoku,13:07:54,7.818,2.464,3.106,2.924,4.566,4.66,5.329,4.757,8.27,13.646,Ellipsis
M28,sudoku,13:07:54,8.086,2.567,3.783,3.259,4.539,4.088,5.597,5.107,8.659,14.074,Ellipsis
M28,sudoku,13:07:54,8.3,2.594,4.3,3.605,4.379,3.332,5.58,5.316,8.897,13.946,Ellipsis
M28,sudoku,13:07:54,8.199,2.521,4.462,3.872,4.161,2.735,5.327,5.35,8.933,13.469,Ellipsis
M28,sudoku,13:07:54,7.473,2.353,4.223,4.011,4.01,2.164,4.952,5.268,8.775,12.965,Ellipsis
M28,sudoku,13:07:55,6.142,2.13,3.668,3.993,4.036,1.741,4.605,5.114,8.439,12.716,Ellipsis
M28,sudoku,13:07:55,4.538,1.917,2.98,3.852,4.306,1.449,4.384,4.925,8.011,12.864,Ellipsis
M28,sudoku,13:07:55,3.139,1.779,2.336,3.628,4.813,1.207,4.284,4.682,7.542,13.396,Ellipsis
M28,sudoku,13:07:55,2.222,1.753,1.852,3.367,5.463,1.085,4.234,4.401,7.054,14.167,Ellipsis
M28,sudoku,13:07:55,1.822,1.824,1.56,3.111,6.131,1.114,4.151,4.115,6.528,14.957,Ellipsis
M28,sudoku,13:07:55,1.764,1.93,1.42,2.909,6.693,1.319,3.965,3.858,5.978,15.546,Ellipsis
M28,sudoku,13:07:55,1.815,2.014,1.369,2.808,7.054,1.56,3.638,3.633,5.488,15.785,Ellipsis
M28,sudoku,13:07:56,1.782,2.055,1.351,2.851,7.172,1.724,3.176,3.453,5.161,15.679,Ellipsis
M28,sudoku,13:07:56,1.684,2.061,1.339,3.038,7.068,1.785,2.671,3.343,5.052,15.391,Ellipsis
M28,sudoku,13:07:56,1.52,2.047,1.326,3.316,6.811,1.735,2.254,3.312,5.14,15.122,Ellipsis
M28,sudoku,13:07:56,1.418,2.023,1.333,3.592,6.489,1.618,2.049,3.338,5.366,14.975,Ellipsis
M28,sudoku,13:07:56,1.382,1.99,1.39,3.759,6.195,1.464,2.095,3.367,5.672,14.919,Ellipsis
M28,sudoku,13:07:56,1.519,1.946,1.546,3.736,6.009,1.321,2.324,3.355,5.998,14.867,Ellipsis
M28,sudoku,13:07:56,1.847,1.879,1.826,3.498,5.952,1.236,2.601,3.314,6.277,14.768,Ellipsis
M28,sudoku,13:07:56,2.377,1.778,2.211,3.096,5.958,1.192,2.792,3.275,6.482,14.639,Ellipsis
M28,sudoku,13:07:56,3.018,1.648,2.66,2.645,5.91,1.201,2.814,3.287,6.641,14.485,Ellipsis
M28,sudoku,13:07:57,3.646,1.533,3.117,2.262,5.712,1.212,2.653,3.371,6.794,14.254,Ellipsis
M28,sudoku,13:07:57,4.14,1.53,3.514,2.019,5.343,1.202,2.387,3.513,6.88,13.835,Ellipsis
M28,sudoku,13:07:57,4.386,1.72,3.819,1.964,4.875,1.171,2.166,3.614,6.783,13.12,Ellipsis
M28,sudoku,13:07:57,4.353,2.182,4.278,2.157,4.442,1.112,2.156,3.596,6.417,12.093,Ellipsis
M28,sudoku,13:07:57,4.126,2.95,5.219,2.632,4.157,1.069,2.466,3.444,5.8,10.902,Ellipsis
M28,sudoku,13:07:57,3.73,3.946,6.757,3.336,4.039,1.026,3.08,3.234,5.073,9.793,Ellipsis
M28,sudoku,13:07:57,3.243,4.952,8.617,4.112,4.016,1.022,3.818,3.021,4.465,8.97,Ellipsis
M28,sudoku,13:07:57,2.748,5.661,10.21,4.723,3.967,1.018,4.405,2.791,4.155,8.459,Ellipsis
M28,sudoku,13:07:58,2.327,5.88,10.935,4.96,3.798,0.97,4.618,2.507,4.206,8.115,Ellipsis
M28,sudoku,13:07:58,2.051,5.598,10.447,4.73,3.502,0.902,4.379,2.149,4.519,7.761,Ellipsis
M28,sudoku,13:07:58,1.931,4.986,8.822,4.096,3.163,0.813,3.758,1.738,4.854,7.343,Ellipsis
M28,sudoku,13:07:58,1.967,4.353,6.547,3.248,2.892,0.751,2.931,1.324,4.96,6.952,Ellipsis
M28,sudoku,13:07:58,2.121,3.968,4.265,2.42,2.749,0.737,2.116,0.982,4.728,6.719,Ellipsis
M28,sudoku,13:07:58,2.243,3.913,2.546,1.808,2.716,0.752,1.477,0.797,4.264,6.71,Ellipsis
M28,sudoku,13:07:58,2.296,4.069,1.637,1.484,2.739,0.794,1.086,0.832,3.785,6.888,Ellipsis
M28,sudoku,13:07:59,2.175,4.212,1.424,1.434,2.769,0.801,0.919,1.127,3.502,7.145,Ellipsis
M28,sudoku,13:07:59,1.984,4.169,1.592,1.595,2.797,0.753,0.91,1.694,3.493,7.367,Ellipsis
M28,sudoku,13:07:59,1.781,3.91,1.867,1.884,2.838,0.671,1.028,2.511,3.681,7.491,Ellipsis
M28,sudoku,13:07:59,1.685,3.589,2.116,2.213,2.899,0.59,1.286,3.485,3.901,7.514,Ellipsis
M28,sudoku,13:07:59,1.664,3.419,2.27,2.463,2.989,0.592,1.701,4.455,4.029,7.538,Ellipsis
M28,sudoku,13:07:59,1.763,3.542,2.307,2.542,3.122,0.71,2.246,5.243,4.104,7.735,Ellipsis
M28,sudoku,13:07:59,1.939,3.931,2.255,2.43,3.311,0.954,2.827,5.744,4.263,8.234,Ellipsis
M28,sudoku,13:07:59,2.132,4.385,2.185,2.183,3.55,1.284,3.289,5.929,4.599,9.029,Ellipsis
M28,sudoku,13:07:59,2.254,4.614,2.147,1.898,3.789,1.621,3.484,5.826,5.055,9.915,Ellipsis
M28,sudoku,13:08:00,2.3,4.443,2.16,1.67,3.952,1.998,3.352,5.485,5.475,10.57,Ellipsis
M28,sudoku,13:08:00,2.238,3.925,2.227,1.563,3.987,2.311,3.017,4.998,5.737,10.725,Ellipsis
M28,sudoku,13:08:00,2.117,3.332,2.326,1.589,3.896,2.62,2.693,4.404,5.868,10.295,Ellipsis
M28,sudoku,13:08:00,1.938,2.979,2.436,1.719,3.732,2.776,2.588,3.803,6.044,9.4,Ellipsis
M28,sudoku,13:08:00,1.862,3.036,2.545,1.904,3.575,2.821,2.758,3.345,6.487,8.305,Ellipsis
M28,sudoku,13:08:00,1.983,3.458,2.639,2.094,3.503,2.682,3.085,3.128,7.315,7.318,Ellipsis
M28,sudoku,13:08:00,2.332,4.006,2.729,2.238,3.544,2.504,3.377,3.193,8.418,6.658,Ellipsis
M28,sudoku,13:08:00,2.833,4.381,2.814,2.291,3.658,2.361,3.486,3.514,9.473,6.377,Ellipsis
M28,sudoku,13:08:01,3.247,4.396,2.886,2.226,3.764,2.316,3.365,4.007,10.112,6.347,Ellipsis
M28,sudoku,13:08:01,3.402,4.063,2.926,2.068,3.783,2.336,3.038,4.518,10.128,6.371,Ellipsis
M28,sudoku,13:08:01,3.179,3.565,2.952,1.883,3.679,2.283,2.574,4.901,9.58,6.31,Ellipsis
M28,sudoku,13:08:01,2.718,3.113,3.012,1.741,3.457,2.113,2.071,5.136,8.737,6.116,Ellipsis
M28,sudoku,13:08:01,2.264,2.848,3.126,1.688,3.151,1.79,1.633,5.295,7.932,5.805,Ellipsis
M28,sudoku,13:08:01,2.01,2.758,3.245,1.732,2.819,1.477,1.331,5.4,7.372,5.428,Ellipsis
M28,sudoku,13:08:01,2.019,2.719,3.267,1.844,2.511,1.207,1.194,5.354,7.062,5.032,Ellipsis
M28,sudoku,13:08:02,2.241,2.637,3.126,1.983,2.258,1.094,1.219,5.061,6.871,4.647,Ellipsis
M28,sudoku,13:08:02,2.566,2.492,2.79,2.117,2.064,1.054,1.365,4.466,6.647,4.287,Ellipsis
M28,sudoku,13:08:02,2.902,2.322,2.285,2.232,1.907,1.093,1.57,3.607,6.294,3.953,Ellipsis
M28,sudoku,13:08:02,3.159,2.18,1.694,2.324,1.756,1.126,1.761,2.595,5.815,3.644,Ellipsis
M28,sudoku,13:08:02,3.443,2.15,1.162,2.414,1.602,1.255,1.907,1.65,5.333,3.382,Ellipsis
M28,sudoku,13:08:02,3.685,2.307,0.825,2.535,1.463,1.533,2.031,0.943,5.005,3.205,Ellipsis
M28,sudoku,13:08:02,3.986,2.682,0.729,2.691,1.381,2.046,2.157,0.601,4.909,3.143,Ellipsis
M28,sudoku,13:08:02,4.26,3.252,0.828,2.874,1.421,2.615,2.283,0.671,5.049,3.207,Ellipsis
M28,sudoku,13:08:03,4.981,3.933,1.028,3.081,1.731,3.126,2.4,1.112,5.38,3.429,Ellipsis
M28,sudoku,13:08:03,6.659,4.606,1.248,3.321,2.485,3.581,2.471,1.784,5.799,3.879,Ellipsis
M28,sudoku,13:08:03,9.949,5.26,1.511,3.592,3.737,4.147,2.465,2.519,6.167,4.611,Ellipsis
M28,sudoku,13:08:03,15.262,6.038,1.903,3.892,5.339,4.921,2.372,3.142,6.345,5.575,Ellipsis
M28,sudoku,13:08:03,22.108,7.072,2.501,4.221,6.957,5.899,2.231,3.566,6.279,6.614,Ellipsis
M28,sudoku,13:08:03,28.996,8.274,3.269,4.536,8.193,6.73,2.079,3.795,5.987,7.507,Ellipsis
M28,sudoku,13:08:03,34.062,9.283,4.091,4.77,8.724,7.34,1.958,4.018,5.602,8.07,Ellipsis
M28,sudoku,13:08:03,35.606,9.696,4.79,4.84,8.44,7.278,1.919,4.428,5.285,8.208,Ellipsis
M28,sudoku,13:08:03,33.146,9.211,5.208,4.688,7.476,6.801,2.009,5.069,5.138,7.946,Ellipsis
M28,sudoku,13:08:04,27.163,7.861,5.292,4.316,6.16,5.701,2.205,5.807,5.183,7.411,Ellipsis
M28,sudoku,13:08:04,19.568,6.075,5.098,3.789,4.853,4.631,2.45,6.384,5.362,6.772,Ellipsis
M28,sudoku,13:08:04,12.384,4.416,4.758,3.22,3.826,3.746,2.651,6.564,5.591,6.204,Ellipsis
M28,sudoku,13:08:04,7.413,3.355,4.431,2.733,3.189,3.246,2.701,6.279,5.79,5.85,Ellipsis
M28,sudoku,13:08:04,5.009,3.013,4.182,2.41,2.932,2.945,2.548,5.661,5.928,5.796,Ellipsis
M28,sudoku,13:08:04,4.425,3.156,3.965,2.278,2.991,2.628,2.25,4.974,6.045,6.051,Ellipsis
M28,sudoku,13:08:04,4.67,3.308,3.693,2.302,3.309,2.574,1.946,4.489,6.168,6.562,Ellipsis
M28,sudoku,13:08:05,5.468,3.111,3.354,2.434,3.799,2.802,1.765,4.396,6.302,7.256,Ellipsis
M28,sudoku,13:08:05,7.945,2.797,3.19,2.646,4.353,3.275,1.776,4.769,6.442,8.086,Ellipsis
M28,sudoku,13:08:05,13.795,2.947,3.616,2.931,4.876,3.809,2.092,5.567,6.564,9.032,Ellipsis
M28,sudoku,13:08:05,22.99,4.137,4.827,3.292,5.336,4.219,2.81,6.609,6.654,10.115,Ellipsis
M28,sudoku,13:08:05,34.097,6.695,6.664,3.731,5.777,4.358,3.986,7.644,6.7,11.332,Ellipsis
M28,sudoku,13:08:05,43.438,10.383,8.65,4.311,6.258,4.113,5.507,8.37,6.81,12.582,Ellipsis
M28,sudoku,13:08:05,48.181,14.449,10.271,5.174,6.806,3.818,7.232,8.554,7.216,13.695,Ellipsis
M28,sudoku,13:08:05,46.122,17.96,11.281,6.441,7.383,3.692,9.068,8.259,8.144,14.485,Ellipsis
M28,sudoku,13:08:05,38.406,20.199,11.735,8.085,7.902,4.023,10.806,7.774,9.673,14.818,Ellipsis
M28,sudoku,13:08:06,27.048,20.782,11.866,9.845,8.258,4.834,12.17,7.531,11.579,14.695,Ellipsis
M28,sudoku,13:08:06,16.341,19.8,11.914,11.277,8.391,5.921,12.927,7.91,13.326,14.271,Ellipsis
M28,sudoku,13:08:06,9.082,17.734,11.97,12.0,8.326,6.928,12.991,9.043,14.415,13.826,Ellipsis
M28,sudoku,13:08:06,6.204,15.211,11.894,11.81,8.13,7.477,12.5,10.672,14.526,13.649,Ellipsis
M28,sudoku,13:08:06,6.401,12.77,11.436,10.75,7.871,7.44,11.775,12.226,13.675,13.9,Ellipsis
M28,sudoku,13:08:06,7.736,10.693,10.448,9.099,7.561,7.187,11.222,13.084,12.192,14.592,Ellipsis
M28,sudoku,13:08:06,8.845,9.037,9.042,7.264,7.167,6.85,11.096,12.879,10.53,15.618,Ellipsis
M28,sudoku,13:08:06,9.226,7.631,7.414,5.596,6.674,6.567,11.319,11.561,9.099,16.768,Ellipsis
M28,sudoku,13:08:07,8.938,6.378,5.796,4.293,6.106,6.209,11.562,9.392,8.134,17.741,Ellipsis
M28,sudoku,13:08:07,8.314,5.203,4.374,3.371,5.541,5.767,11.39,6.88,7.642,18.299,Ellipsis
M28,sudoku,13:08:07,7.597,4.098,3.288,2.739,5.076,5.365,10.482,4.526,7.49,18.416,Ellipsis
M28,sudoku,13:08:07,7.124,3.055,2.574,2.313,4.776,4.971,8.818,2.693,7.595,18.339,Ellipsis
M28,sudoku,13:08:07,6.685,2.131,2.248,2.055,4.635,5.106,6.76,1.554,7.916,18.397,Ellipsis
M28,sudoku,13:08:07,6.54,1.382,2.267,1.929,4.599,5.928,4.762,1.054,8.349,18.729,Ellipsis
M28,sudoku,13:08:07,5.825,0.874,2.511,1.887,4.614,7.592,3.242,1.021,8.73,19.16,Ellipsis
M28,sudoku,13:08:08,5.176,0.653,2.834,1.898,4.645,9.606,2.457,1.299,9.011,19.29,Ellipsis
M28,sudoku,13:08:08,3.861,0.649,3.034,1.961,4.665,11.267,2.441,1.669,9.288,18.667,Ellipsis
M28,sudoku,13:08:08,3.022,0.738,2.973,2.087,4.663,12.192,2.989,1.923,9.729,17.123,Ellipsis
M28,sudoku,13:08:08,2.439,0.823,2.639,2.28,4.669,11.989,3.803,1.948,10.423,15.025,Ellipsis
M28,sudoku,13:08:08,2.414,0.859,2.166,2.522,4.724,11.008,4.585,1.785,11.217,13.152,Ellipsis
M28,sudoku,13:08:08,2.506,0.852,1.745,2.766,4.837,9.679,5.142,1.572,11.847,12.292,Ellipsis
M28,sudoku,13:08:08,2.612,0.852,1.521,2.957,4.979,8.939,5.37,1.485,12.072,12.763,Ellipsis
M28,sudoku,13:08:08,2.732,0.938,1.546,3.049,5.114,8.846,5.283,1.641,11.72,14.192,Ellipsis
M28,sudoku,13:08:08,3.107,1.195,1.769,3.028,5.221,9.649,4.999,2.094,10.814,15.751,Ellipsis
M28,sudoku,13:08:09,4.346,1.638,2.113,2.942,5.321,10.29,4.599,2.804,9.592,16.746,Ellipsis
M28,sudoku,13:08:09,7.285,2.312,2.533,2.935,5.479,10.355,4.166,3.679,8.436,17.013,Ellipsis
M28,sudoku,13:08:09,12.865,3.322,3.021,3.162,5.795,9.895,3.764,4.576,7.718,16.893,Ellipsis
M28,sudoku,13:08:09,20.794,4.671,3.559,3.698,6.328,9.52,3.426,5.339,7.648,16.883,Ellipsis
M28,sudoku,13:08:09,29.573,6.196,4.073,4.46,7.022,9.807,3.131,5.824,8.166,17.238,Ellipsis
M28,sudoku,13:08:09,36.905,7.559,4.475,5.239,7.674,11.146,2.891,6.01,8.985,17.767,Ellipsis
M28,sudoku,13:08:09,39.977,8.409,4.695,5.812,8.017,12.674,2.803,5.967,9.745,17.945,Ellipsis
M28,sudoku,13:08:09,38.08,8.537,4.71,6.04,7.885,13.624,2.978,5.792,10.139,17.29,Ellipsis
M28,sudoku,13:08:10,31.477,7.948,4.539,5.919,7.305,13.73,3.42,5.564,10.039,15.747,Ellipsis
M28,sudoku,13:08:10,22.531,6.888,4.232,5.574,6.49,11.926,4.027,5.285,9.571,13.884,Ellipsis
M28,sudoku,13:08:10,13.711,5.741,3.855,5.181,5.715,9.586,4.645,4.937,9.021,12.546,Ellipsis
M28,sudoku,13:08:10,7.3,4.83,3.447,4.881,5.198,6.918,5.117,4.513,8.687,12.342,Ellipsis
M28,sudoku,13:08:10,3.832,4.274,3.007,4.702,5.025,5.37,5.352,4.033,8.698,13.339,Ellipsis
M28,sudoku,13:08:10,2.825,4.011,2.566,4.576,5.122,5.539,5.338,3.658,9.012,15.004,Ellipsis
M28,sudoku,13:08:10,2.822,3.835,2.148,4.394,5.292,8.037,5.112,3.556,9.433,16.478,Ellipsis
M28,sudoku,13:08:11,2.862,3.577,1.781,4.132,5.329,11.955,4.692,3.761,9.85,17.045,Ellipsis
M28,sudoku,13:08:11,2.662,3.165,1.475,3.872,5.134,16.515,4.088,4.164,10.354,16.463,Ellipsis
M28,sudoku,13:08:11,2.266,2.68,1.225,3.686,4.735,19.807,3.387,4.541,11.009,14.96,Ellipsis
M28,sudoku,13:08:11,1.836,2.265,1.092,3.594,4.252,20.959,2.769,4.681,11.719,13.064,Ellipsis
M28,sudoku,13:08:11,1.434,2.118,1.191,3.561,3.822,19.335,2.483,4.54,12.196,11.311,Ellipsis
M28,sudoku,13:08:11,1.263,2.456,1.595,3.524,3.542,15.858,2.667,4.183,12.134,9.978,Ellipsis
M28,sudoku,13:08:11,1.595,3.416,2.281,3.45,3.432,11.745,3.228,3.746,11.439,9.046,Ellipsis
M28,sudoku,13:08:11,2.447,5.11,3.125,3.373,3.46,8.66,4.006,3.394,10.357,8.345,Ellipsis
M28,sudoku,13:08:12,4.171,7.857,4.016,3.41,3.548,8.077,4.845,3.263,9.296,7.737,Ellipsis
M28,sudoku,13:08:12,7.97,12.092,4.893,3.729,3.64,9.932,5.655,3.425,8.626,7.248,Ellipsis
M28,sudoku,13:08:12,14.898,17.896,5.752,4.405,3.742,13.506,6.404,3.936,8.447,7.01,Ellipsis
M28,sudoku,13:08:12,24.816,24.584,6.571,5.345,3.894,17.608,7.06,4.843,8.574,7.161,Ellipsis
M28,sudoku,13:08:12,35.755,30.728,7.308,6.293,4.092,20.359,7.512,6.072,8.623,7.709,Ellipsis
M28,sudoku,13:08:12,44.553,34.592,7.894,6.931,4.264,21.544,7.58,7.389,8.264,8.462,Ellipsis
M28,sudoku,13:08:12,48.182,34.848,8.253,7.05,4.302,20.343,7.18,8.435,7.422,9.102,Ellipsis
M28,sudoku,13:08:12,45.226,31.27,8.389,6.649,4.138,17.799,6.384,8.964,6.351,9.358,Ellipsis
M28,sudoku,13:08:12,36.786,24.882,8.331,5.886,3.789,14.447,5.392,8.942,5.409,9.142,Ellipsis
M28,sudoku,13:08:13,25.691,17.523,8.075,4.987,3.359,11.083,4.433,8.48,4.856,8.572,Ellipsis
M28,sudoku,13:08:13,15.404,11.02,7.618,4.165,3.002,8.215,3.692,7.762,4.823,7.895,Ellipsis
M28,sudoku,13:08:13,8.172,6.496,6.955,3.559,2.868,6.085,3.256,6.954,5.299,7.374,Ellipsis
M28,sudoku,13:08:13,4.544,4.081,6.127,3.208,3.02,4.534,3.104,6.177,6.185,7.179,Ellipsis
M28,sudoku,13:08:13,3.552,3.225,5.218,3.082,3.403,3.645,3.186,5.454,7.388,7.33,Ellipsis
